Msg_id: 16437526954  [Distress: , LIWC Sad: ]
Msg_id: 16420112288  [Distress: , LIWC Sad: ]
Msg_id: 14409781620  [Distress: , LIWC Sad: ]
Msg_id: 15464273646  [Distress: , suicide_ideation: ]
Msg_id: 14277345233  [Distress: , LIWC Sad: ]
Msg_id: 15639676891  [Distress: , LIWC Sad: ]
Msg_id: 14510880930  [Distress: , depressive_feelings: ]
Msg_id: 15653534997  [Distress: , depressive_feelings: ]
Msg_id: 16258363299  [Distress: , LIWC Sad: ]
Msg_id: 14885139036  [Distress: , LIWC Sad: ]
Msg_id: 16278766261  [Distress: , LIWC Sad: ]
Msg_id: 16343267207  [Distress: , LIWC Sad: ]
Msg_id: 15754237176  [Distress: , LIWC Sad: ]
Msg_id: 15187823982  [Distress: , LIWC Sad: ]
Msg_id: 16350268013  [Distress: , depression_symptoms: ]
Msg_id: 16143811396  [Distress: , depressive_feelings: ]
Msg_id: 16360130030  [Distress: , depressive_feelings: ]
Msg_id: 15479545429  [Distress: , suicide_ideation: ]
Msg_id: 15597284209  [Distress: , suicide_ideation: ]
Msg_id: 16394168669  [Distress: , depressive_feelings: ]
Msg_id: 16236158582  [Distress: , self_harm: ]
Msg_id: 14282689930  [Distress: , LIWC Sad: ]
Msg_id: 16168276707  [Distress: , depressive_feelings: ]
Msg_id: 15897215978  [Distress: , family_violence_discord: ]
Msg_id: 14982880422  [Distress: , depressive_feelings: ]
Msg_id: 15349549704  [Distress: , self_harm: ]
Msg_id: 16329058527  [Distress: , bullying: ]
Msg_id: 14728025612  [Distress: , LIWC Sad: ]
Msg_id: 15785559024  [Distress: , depression_symptoms: ]
Msg_id: 16196170225  [Distress: , LIWC Sad: ]
Msg_id: 15087141207  [Distress: , depressive_feelings: ]
Msg_id: 16195552262  [Distress: , LIWC Sad: ]
Msg_id: 15901343883  [Distress: , LIWC Sad: ]
Msg_id: 16118692629  [Distress: , family_violence_discord: ]
Msg_id: 16117724183  [Distress: , LIWC Sad: ]
Msg_id: 14743452695  [Distress: , family_violence_discord: ]
Msg_id: 14491578772  [Distress: , LIWC Sad: ]
Msg_id: 15189793396  [Distress: , LIWC Sad: ]
Msg_id: 15905556723  [Distress: , LIWC Sad: ]
Msg_id: 14607726407  [Distress: , LIWC Sad: ]
Msg_id: 16311290071  [Distress: , self_harm: ]
Msg_id: 15499726507  [Distress: , LIWC Sad: ]
Msg_id: 14744054115  [Distress: , LIWC Sad: ]
Msg_id: 15028790120  [Distress: , depression_symptoms: ]
Msg_id: 16150824067  [Distress: , suicide_ideation: ]
Msg_id: 15899381689  [Distress: , LIWC Sad: ]
Msg_id: 16318403444  [Distress: , depressive_feelings: ]
Msg_id: 15494824027  [Distress: , depressive_feelings: ]
Msg_id: 16389782961  [Distress: , depressive_feelings: ]
Msg_id: 14780370351  [Distress: , LIWC Sad: ]
Msg_id: 16197522932  [Distress: , LIWC Sad: ]
Msg_id: 15935581466  [Distress: , LIWC Sad: ]
Msg_id: 15163300920  [Distress: , LIWC Sad: ]
Msg_id: 14397990569  [Distress: , LIWC Sad: ]
Msg_id: 16523462061  [Distress: , depressive_feelings: ]
Msg_id: 14486777330  [Distress: , LIWC Sad: ]
Msg_id: 15759884086  [Distress: , depressive_feelings: ]
Msg_id: 15681457699  [Distress: , depressive_feelings: ]
Msg_id: 14952431764  [Distress: , LIWC Sad: ]
Msg_id: 14988740621  [Distress: , LIWC Sad: ]
Msg_id: 14928419923  [Distress: , LIWC Sad: ]
Msg_id: 16395474836  [Distress: , LIWC Sad: ]
Msg_id: 16350508646  [Distress: , LIWC Sad: ]
Msg_id: 15181317845  [Distress: , LIWC Sad: ]
Msg_id: 15757467332  [Distress: , LIWC Sad: ]
Msg_id: 15655395241  [Distress: , LIWC Sad: ]
Msg_id: 15759467753  [Distress: , LIWC Sad: ]
Msg_id: 15464875464  [Distress: , LIWC Sad: ]
Msg_id: 15005262757  [Distress: , LIWC Sad: ]
Msg_id: 15518327480  [Distress: , LIWC Sad: ]
Msg_id: 14961280423  [Distress: , LIWC Sad: ]
Msg_id: 15197009568  [Distress: , LIWC Sad: ]
Msg_id: 14732298954  [Distress: , LIWC Sad: ]
Msg_id: 14954164360  [Distress: , LIWC Sad: ]
Msg_id: 16408376036  [Distress: , LIWC Sad: ]
Msg_id: 14735088067  [Distress: , depressive_feelings: ]
Msg_id: 14662044138  [Distress: , suicide_ideation: ]
Msg_id: 16268059305  [Distress: , depressive_feelings: ]
Msg_id: 15892636698  [Distress: , suicide_ideation: ]
Msg_id: 16486675210  [Distress: , self_harm: ]
Msg_id: 15902983308  [Distress: , LIWC Sad: ]
Msg_id: 15336072799  [Distress: , LIWC Sad: ]
Msg_id: 15238613915  [Distress: , LIWC Sad: ]
Msg_id: 16135630568  [Distress: , LIWC Sad: ]
Msg_id: 15414832355  [Distress: , LIWC Sad: ]
Msg_id: 15130852714  [Distress: , LIWC Sad: ]
Msg_id: 15300962982  [Distress: , family_violence_discord: ]
Msg_id: 16520812471  [Distress: , LIWC Sad: ]
Msg_id: 15151266653  [Distress: , suicide_ideation: ]
Msg_id: 15065404769  [Distress: , LIWC Sad: ]
Msg_id: 16497020920  [Distress: , LIWC Sad: ]
Msg_id: 15903518801  [Distress: , LIWC Sad: ]
Msg_id: 15475485395  [Distress: , LIWC Sad: ]
Msg_id: 15291263119  [Distress: , LIWC Sad: ]
Msg_id: 16347013307  [Distress: , depressive_feelings: ]
Msg_id: 15471576837  [Distress: , suicide_ideation: ]
Msg_id: 14658231834  [Distress: , LIWC Sad: ]
Msg_id: 14882081149  [Distress: , depressive_feelings: ]
Msg_id: 14599969593  [Distress: , LIWC Sad: ]
Msg_id: 14886287521  [Distress: , depression_symptoms: ]
Msg_id: 15714901981  [Distress: , depression_symptoms: ]
Msg_id: 16267864640  [Distress: , LIWC Sad: ]
Msg_id: 15543299270  [Distress: , depression_symptoms: ]
Msg_id: 16257255268  [Distress: , LIWC Sad: ]
Msg_id: 16269762838  [Distress: , LIWC Sad: ]
Msg_id: 16191449498  [Distress: , LIWC Sad: ]
Msg_id: 15884521527  [Distress: , LIWC Sad: ]
Msg_id: 15354796531  [Distress: , depressive_feelings: ]
Msg_id: 16278026688  [Distress: , LIWC Sad: ]
Msg_id: 16370564536  [Distress: , LIWC Sad: ]
Msg_id: 15333785369  [Distress: , LIWC Sad: ]
Msg_id: 15901502867  [Distress: , LIWC Sad: ]
Msg_id: 16392965230  [Distress: , suicide_ideation: ]
Msg_id: 16402657124  [Distress: , LIWC Sad: ]
Msg_id: 15885205427  [Distress: , LIWC Sad: ]
Msg_id: 15610141092  [Distress: , LIWC Sad: ]
Msg_id: 15457219276  [Distress: , depressive_feelings: ]
Msg_id: 14808226053  [Distress: , depressive_feelings: ]
Msg_id: 14576786853  [Distress: , LIWC Sad: ]
Msg_id: 16420632625  [Distress: , LIWC Sad: ]
Msg_id: 14377380166  [Distress: , LIWC Sad: ]
Msg_id: 16012001273  [Distress: , LIWC Sad: ]
Msg_id: 14778603190  [Distress: , depressive_feelings: ]
Msg_id: 15962332411  [Distress: , LIWC Sad: ]
Msg_id: 15336599856  [Distress: , LIWC Sad: ]
Msg_id: 16509423434  [Distress: , LIWC Sad: ]
Msg_id: 16117519775  [Distress: , LIWC Sad: ]
Msg_id: 15004275292  [Distress: , LIWC Sad: ]
Msg_id: 15945849915  [Distress: , family_violence_discord: ]
Msg_id: 15402529463  [Distress: , prior_suicide_attempts: ]
Msg_id: 15595903109  [Distress: , LIWC Sad: ]
Msg_id: 14599888363  [Distress: , family_violence_discord: ]
Msg_id: 15978609979  [Distress: , drug_abuse: ]
Msg_id: 14874337062  [Distress: , LIWC Sad: ]
Msg_id: 14307467834  [Distress: , LIWC Sad: ]
Msg_id: 14328604375  [Distress: , LIWC Sad: ]
Msg_id: 15283908304  [Distress: , LIWC Sad: ]
Msg_id: 14358528632  [Distress: , bullying: ]
Msg_id: 14794962543  [Distress: , LIWC Sad: ]
Msg_id: 15888885632  [Distress: , LIWC Sad: ]
Msg_id: 16112281160  [Distress: , LIWC Sad: ]
Msg_id: 14322501055  [Distress: , LIWC Sad: ]
Msg_id: 16272736861  [Distress: , LIWC Sad: ]
Msg_id: 15706932537  [Distress: , family_violence_discord: ]
Msg_id: 15225978044  [Distress: , LIWC Sad: ]
Msg_id: 14335284212  [Distress: , LIWC Sad: ]
Msg_id: 14318963388  [Distress: , LIWC Sad: ]
Msg_id: 15943928211  [Distress: , LIWC Sad: ]
Msg_id: 15757729587  [Distress: , depressive_feelings: ]
Msg_id: 15599737234  [Distress: , LIWC Sad: ]
Msg_id: 15461104013  [Distress: , LIWC Sad: ]
Msg_id: 16522331850  [Distress: , LIWC Sad: ]
Msg_id: 15588484653  [Distress: , LIWC Sad: ]
Msg_id: 14705805019  [Distress: , LIWC Sad: ]
Msg_id: 15986430655  [Distress: , LIWC Sad: ]
Msg_id: 15389427694  [Distress: , LIWC Sad: ]
Msg_id: 16433641909  [Distress: , LIWC Sad: ]
Msg_id: 15160352665  [Distress: , LIWC Sad: ]
Msg_id: 14961637762  [Distress: , depressive_feelings: ]
Msg_id: 15463658347  [Distress: , depressive_feelings: ]
Msg_id: 15419979922  [Distress: , LIWC Sad: ]
Msg_id: 14590879969  [Distress: , LIWC Sad: ]
Msg_id: 15295378990  [Distress: , LIWC Sad: ]
Msg_id: 14405270862  [Distress: , depressive_feelings: ]
Msg_id: 15275725798  [Distress: , LIWC Sad: ]
Msg_id: 15745316923  [Distress: , LIWC Sad: ]
Msg_id: 14770274263  [Distress: , depressive_feelings: ]
Msg_id: 15213357931  [Distress: , LIWC Sad: ]
Msg_id: 16414498626  [Distress: , LIWC Sad: ]
Msg_id: 14957360808  [Distress: , LIWC Sad: ]
Msg_id: 14693246519  [Distress: , LIWC Sad: ]
Msg_id: 15533053952  [Distress: , suicide_ideation: ]
Msg_id: 15272584055  [Distress: , suicide_ideation: ]
Msg_id: 15895570814  [Distress: , LIWC Sad: ]
Msg_id: 14341350644  [Distress: , LIWC Sad: ]
Msg_id: 14735734956  [Distress: , LIWC Sad: ]
Msg_id: 16338117522  [Distress: , LIWC Sad: ]
Msg_id: 16355100038  [Distress: , LIWC Sad: ]
Msg_id: 16454550229  [Distress: , LIWC Sad: ]
Msg_id: 16195332730  [Distress: , LIWC Sad: ]
Msg_id: 15780958137  [Distress: , LIWC Sad: ]
Msg_id: 15006787500  [Distress: , LIWC Sad: ]
Msg_id: 15020784733  [Distress: , LIWC Sad: ]
Msg_id: 16525034550  [Distress: , suicide_ideation: ]
Msg_id: 14657457550  [Distress: , self_harm: ]
Msg_id: 15949604082  [Distress: , LIWC Sad: ]
Msg_id: 16338179510  [Distress: , LIWC Sad: ]
Msg_id: 15457716403  [Distress: , LIWC Sad: ]
Msg_id: 15902116044  [Distress: , LIWC Sad: ]
Msg_id: 14404905135  [Distress: , LIWC Sad: ]
Msg_id: 16270362161  [Distress: , LIWC Sad: ]
Msg_id: 15675080834  [Distress: , LIWC Sad: ]
Msg_id: 16280741852  [Distress: , self_harm: ]
Msg_id: 15247761926  [Distress: , self_harm: ]
Msg_id: 14422984396  [Distress: , suicide_ideation: ]
Msg_id: 14401439876  [Distress: , LIWC Sad: ]
Msg_id: 16173736085  [Distress: , LIWC Sad: ]
Msg_id: 14420557596  [Distress: , LIWC Sad: ]
Msg_id: 15757478470  [Distress: , LIWC Sad: ]
Msg_id: 14321540519  [Distress: , LIWC Sad: ]
Msg_id: 14926974439  [Distress: , LIWC Sad: ]
Msg_id: 16332892675  [Distress: , LIWC Sad: ]
Msg_id: 14731046867  [Distress: , LIWC Sad: ]
Msg_id: 14657859354  [Distress: , LIWC Sad: ]
Msg_id: 15024134747  [Distress: , LIWC Sad: ]
Msg_id: 15346283460  [Distress: , suicide_ideation: ]
Msg_id: 15160701838  [Distress: , depressive_feelings: ]
Msg_id: 16471098824  [Distress: , LIWC Sad: ]
Msg_id: 16351494619  [Distress: , depressive_feelings: ]
Msg_id: 15161077141  [Distress: , LIWC Sad: ]
Msg_id: 15156366215  [Distress: , depressive_feelings: ]
Msg_id: 14269426784  [Distress: , depressive_feelings: ]
Msg_id: 16107337691  [Distress: , depressive_feelings: ]
Msg_id: 16495200640  [Distress: , LIWC Sad: ]
Msg_id: 14813486507  [Distress: , depression_symptoms: ]
Msg_id: 16219260807  [Distress: , suicide_ideation: ]
Msg_id: 16272576146  [Distress: , LIWC Sad: ]
Msg_id: 14987639925  [Distress: , LIWC Sad: ]
Msg_id: 16354193468  [Distress: , depressive_feelings: ]
Msg_id: 15652861842  [Distress: , suicide_ideation: ]
Msg_id: 16223745037  [Distress: , LIWC Sad: ]
Msg_id: 14540641999  [Distress: , depressive_feelings: ]
Msg_id: 14345633098  [Distress: , LIWC Sad: ]
Msg_id: 14603193504  [Distress: , LIWC Sad: ]
Msg_id: 14541330155  [Distress: , LIWC Sad: ]
Msg_id: 15523479970  [Distress: , LIWC Sad: ]
Msg_id: 16207616920  [Distress: , LIWC Sad: ]
Msg_id: 15639748841  [Distress: , LIWC Sad: ]
Msg_id: 14968812434  [Distress: , depression_symptoms: ]
Msg_id: 16335418865  [Distress: , LIWC Sad: ]
Msg_id: 14292400126  [Distress: , depressive_feelings: ]
Msg_id: 14971949210  [Distress: , LIWC Sad: ]
Msg_id: 15183059787  [Distress: , LIWC Sad: ]
Msg_id: 16076350618  [Distress: , LIWC Sad: ]
Msg_id: 15642989514  [Distress: , LIWC Sad: ]
Msg_id: 15210793137  [Distress: , LIWC Sad: ]
Msg_id: 15375112933  [Distress: , LIWC Sad: ]
Msg_id: 16419615306  [Distress: , LIWC Sad: ]
Msg_id: 16241560529  [Distress: , LIWC Sad: ]
Msg_id: 14537719797  [Distress: , LIWC Sad: ]
Msg_id: 15429265252  [Distress: , LIWC Sad: ]
Msg_id: 16515862292  [Distress: , self_harm: ]
Msg_id: 15320340548  [Distress: , LIWC Sad: ]
Msg_id: 16250083441  [Distress: , depressive_feelings: ]
Msg_id: 15593831975  [Distress: , LIWC Sad: ]
Msg_id: 14978427911  [Distress: , LIWC Sad: ]
Msg_id: 16193828542  [Distress: , depressive_feelings: ]
Msg_id: 15309282153  [Distress: , LIWC Sad: ]
Msg_id: 14390172270  [Distress: , LIWC Sad: ]
Msg_id: 15760738980  [Distress: , LIWC Sad: ]
Msg_id: 14933743755  [Distress: , self_harm: ]
Msg_id: 15393891296  [Distress: , depression_symptoms: ]
Msg_id: 16341660471  [Distress: , LIWC Sad: ]
Msg_id: 14731057330  [Distress: , LIWC Sad: ]
Msg_id: 15643058101  [Distress: , depressive_feelings: ]
Msg_id: 14816390189  [Distress: , LIWC Sad: ]
Msg_id: 14997413799  [Distress: , LIWC Sad: ]
Msg_id: 14352808152  [Distress: , depressive_feelings: ]
Msg_id: 14408382747  [Distress: , LIWC Sad: ]
Msg_id: 15278920854  [Distress: , LIWC Sad: ]
Msg_id: 15257028438  [Distress: , LIWC Sad: ]
Msg_id: 15953287568  [Distress: , depressive_feelings: ]
Msg_id: 15343332754  [Distress: , depressive_feelings: ]
Msg_id: 15192440866  [Distress: , LIWC Sad: ]
Msg_id: 16207574732  [Distress: , LIWC Sad: ]
Msg_id: 15238089474  [Distress: , LIWC Sad: ]
Msg_id: 14299282231  [Distress: , LIWC Sad: ]
Msg_id: 15209447467  [Distress: , family_violence_discord: ]
Msg_id: 15978834682  [Distress: , LIWC Sad: ]
Msg_id: 14736501130  [Distress: , LIWC Sad: ]
Msg_id: 14321977925  [Distress: , LIWC Sad: ]
Msg_id: 14923517906  [Distress: , LIWC Sad: ]
Msg_id: 15041353035  [Distress: , LIWC Sad: ]
Msg_id: 15965511912  [Distress: , LIWC Sad: ]
Msg_id: 16124783432  [Distress: , suicide_ideation: ]
Msg_id: 16412246368  [Distress: , LIWC Sad: ]
Msg_id: 16493949076  [Distress: , LIWC Sad: ]
Msg_id: 15989391321  [Distress: , LIWC Sad: ]
Msg_id: 15971844900  [Distress: , LIWC Sad: ]
Msg_id: 16314245446  [Distress: , suicide_ideation: ]
Msg_id: 15339393036  [Distress: , LIWC Sad: ]
Msg_id: 14659003333  [Distress: , LIWC Sad: ]
Msg_id: 16552445411  [Distress: , LIWC Sad: ]
Msg_id: 15289767381  [Distress: , depressive_feelings: ]
Msg_id: 15875459214  [Distress: , LIWC Sad: ]
Msg_id: 15356185400  [Distress: , LIWC Sad: ]
Msg_id: 15199719219  [Distress: , LIWC Sad: ]
Msg_id: 15936393453  [Distress: , LIWC Sad: ]
Msg_id: 16540653860  [Distress: , suicide_ideation: ]
Msg_id: 15756078086  [Distress: , LIWC Sad: ]
Msg_id: 15755434626  [Distress: , LIWC Sad: ]
Msg_id: 16118182657  [Distress: , LIWC Sad: ]
Msg_id: 14529811298  [Distress: , LIWC Sad: ]
Msg_id: 14538969648  [Distress: , LIWC Sad: ]
Msg_id: 15293538399  [Distress: , LIWC Sad: ]
Msg_id: 15677089103  [Distress: , LIWC Sad: ]
Msg_id: 16092223399  [Distress: , LIWC Sad: ]
Msg_id: 15986859271  [Distress: , depressive_feelings: ]
Msg_id: 15289771839  [Distress: , LIWC Sad: ]
Msg_id: 14806794020  [Distress: , LIWC Sad: ]
Msg_id: 14491960759  [Distress: , LIWC Sad: ]
Msg_id: 15019026774  [Distress: , LIWC Sad: ]
Msg_id: 15980507515  [Distress: , drug_abuse: ]
Msg_id: 15332199492  [Distress: , depressive_feelings: ]
Msg_id: 14547719965  [Distress: , LIWC Sad: ]
Msg_id: 16433197563  [Distress: , LIWC Sad: ]
Msg_id: 16272600496  [Distress: , LIWC Sad: ]
Msg_id: 15977385643  [Distress: , LIWC Sad: ]
Msg_id: 15270029485  [Distress: , LIWC Sad: ]
Msg_id: 14266858396  [Distress: , LIWC Sad: ]
Msg_id: 16187015129  [Distress: , LIWC Sad: ]
Msg_id: 15253057645  [Distress: , LIWC Sad: ]
Msg_id: 14404891216  [Distress: , LIWC Sad: ]
Msg_id: 15980045761  [Distress: , depression_symptoms: ]
Msg_id: 15417113875  [Distress: , LIWC Sad: ]
Msg_id: 15577820036  [Distress: , depressive_feelings: ]
Msg_id: 15899865121  [Distress: , LIWC Sad: ]
Msg_id: 14347763829  [Distress: , LIWC Sad: ]
Msg_id: 16521118190  [Distress: , LIWC Sad: ]
Msg_id: 14807103358  [Distress: , LIWC Sad: ]
Msg_id: 14331695276  [Distress: , LIWC Sad: ]
Msg_id: 16239810820  [Distress: , depressive_feelings: ]
Msg_id: 14389297474  [Distress: , LIWC Sad: ]
Msg_id: 15577560607  [Distress: , LIWC Sad: ]
Msg_id: 15674473173  [Distress: , LIWC Sad: ]
Msg_id: 14774951812  [Distress: , LIWC Sad: ]
Msg_id: 15903499746  [Distress: , LIWC Sad: ]
Msg_id: 15318779293  [Distress: , depressive_feelings: ]
Msg_id: 15064603838  [Distress: , LIWC Sad: ]
Msg_id: 15310326669  [Distress: , LIWC Sad: ]
Msg_id: 14700228773  [Distress: , LIWC Sad: ]
Msg_id: 15482851682  [Distress: , LIWC Sad: ]
Msg_id: 14453842835  [Distress: , depressive_feelings: ]
Msg_id: 15296663593  [Distress: , depression_symptoms: ]
Msg_id: 14746101523  [Distress: , LIWC Sad: ]
Msg_id: 14274151384  [Distress: , depression_symptoms: ]
Msg_id: 14545408895  [Distress: , depressive_feelings: ]
Msg_id: 15377800022  [Distress: , suicide_ideation: ]
Msg_id: 14802960455  [Distress: , LIWC Sad: ]
Msg_id: 16141350805  [Distress: , LIWC Sad: ]
Msg_id: 14805697989  [Distress: , LIWC Sad: ]
Msg_id: 15977195300  [Distress: , suicide_ideation: ]
Msg_id: 15004722720  [Distress: , depressive_feelings: ]
Msg_id: 14327025400  [Distress: , LIWC Sad: ]
Msg_id: 16130121845  [Distress: , LIWC Sad: ]
Msg_id: 15757493587  [Distress: , LIWC Sad: ]
Msg_id: 14323407033  [Distress: , depressive_feelings: ]
Msg_id: 16167952943  [Distress: , LIWC Sad: ]
Msg_id: 16309471190  [Distress: , LIWC Sad: ]
Msg_id: 15020994073  [Distress: , depressive_feelings: ]
Msg_id: 15287225449  [Distress: , LIWC Sad: ]
Msg_id: 15754959056  [Distress: , LIWC Sad: ]
Msg_id: 16117048815  [Distress: , LIWC Sad: ]
Msg_id: 14912928244  [Distress: , suicide_ideation: ]
Msg_id: 15210971517  [Distress: , depression_symptoms: ]
Msg_id: 16209928410  [Distress: , depression_symptoms: ]
Msg_id: 16093411733  [Distress: , LIWC Sad: ]
Msg_id: 14884561461  [Distress: , self_harm: ]
Msg_id: 16278821079  [Distress: , family_violence_discord: ]
Msg_id: 15757285681  [Distress: , depression_symptoms: ]
Msg_id: 16261024702  [Distress: , LIWC Sad: ]
Msg_id: 15280214418  [Distress: , LIWC Sad: ]
Msg_id: 14544389533  [Distress: , LIWC Sad: ]
Msg_id: 14817023832  [Distress: , self_harm: ]
Msg_id: 16337829257  [Distress: , LIWC Sad: ]
Msg_id: 16361192583  [Distress: , LIWC Sad: ]
Msg_id: 16276016065  [Distress: , impulsivity: ]
Msg_id: 15214596410  [Distress: , LIWC Sad: ]
Msg_id: 16253057466  [Distress: , LIWC Sad: ]
Msg_id: 15967537786  [Distress: , suicide_ideation: ]
Msg_id: 15803904286  [Distress: , LIWC Sad: ]
Msg_id: 15453241233  [Distress: , LIWC Sad: ]
Msg_id: 15194945849  [Distress: , LIWC Sad: ]
Msg_id: 15616336771  [Distress: , depression_symptoms: ]
Msg_id: 14293241934  [Distress: , depressive_feelings: ]
Msg_id: 16261562579  [Distress: , depression_symptoms: ]
Msg_id: 15327595883  [Distress: , LIWC Sad: ]
Msg_id: 16358408661  [Distress: , LIWC Sad: ]
Msg_id: 14999190281  [Distress: , LIWC Sad: ]
Msg_id: 15389254170  [Distress: , LIWC Sad: ]
Msg_id: 14457092312  [Distress: , depressive_feelings: ]
Msg_id: 16438415347  [Distress: , LIWC Sad: ]
Msg_id: 14314732613  [Distress: , depressive_feelings: ]
Msg_id: 14513995672  [Distress: , gun_ownership: ]
Msg_id: 16534305588  [Distress: , LIWC Sad: ]
Msg_id: 15767053107  [Distress: , LIWC Sad: ]
Msg_id: 15374890085  [Distress: , LIWC Sad: ]
Msg_id: 16436744035  [Distress: , LIWC Sad: ]
Msg_id: 14645442855  [Distress: , LIWC Sad: ]
Msg_id: 16410238448  [Distress: , LIWC Sad: ]
Msg_id: 15633816989  [Distress: , LIWC Sad: ]
Msg_id: 15966030667  [Distress: , depressive_feelings: ]
Msg_id: 15886266097  [Distress: , LIWC Sad: ]
Msg_id: 15172986100  [Distress: , LIWC Sad: ]
Msg_id: 16532215091  [Distress: , LIWC Sad: ]
Msg_id: 15479060732  [Distress: , suicide_ideation: ]
Msg_id: 15900469272  [Distress: , LIWC Sad: ]
Msg_id: 15969288834  [Distress: , depressive_feelings: ]
Msg_id: 15511316935  [Distress: , LIWC Sad: ]
Msg_id: 14285780865  [Distress: , LIWC Sad: ]
Msg_id: 15750814674  [Distress: , suicide_ideation: ]
Msg_id: 16499721859  [Distress: , LIWC Sad: ]
Msg_id: 15888971976  [Distress: , suicide_ideation: ]
Msg_id: 14607698655  [Distress: , depression_symptoms: ]
Msg_id: 14938419242  [Distress: , depressive_feelings: ]
Msg_id: 15636917988  [Distress: , family_violence_discord: ]
Msg_id: 14566610079  [Distress: , LIWC Sad: ]
Msg_id: 15234601940  [Distress: , depression_symptoms: ]
Msg_id: 15759846087  [Distress: , depression_symptoms: ]
Msg_id: 14947802397  [Distress: , LIWC Sad: ]
Msg_id: 14926406400  [Distress: , LIWC Sad: ]
Msg_id: 14510895602  [Distress: , depressive_feelings: ]
Msg_id: 16359250167  [Distress: , depressive_feelings: ]
Msg_id: 14273524689  [Distress: , suicide_ideation: ]
Msg_id: 16446015551  [Distress: , family_violence_discord: ]
Msg_id: 15970666142  [Distress: , LIWC Sad: ]
Msg_id: 14267779636  [Distress: , depressive_feelings: ]
Msg_id: 16313068859  [Distress: , LIWC Sad: ]
Msg_id: 16254206353  [Distress: , depression_symptoms: ]
Msg_id: 15759662147  [Distress: , depression_symptoms: ]
Msg_id: 16013142623  [Distress: , suicide_ideation: ]
Msg_id: 16296425115  [Distress: , suicide_ideation: ]
Msg_id: 14318431162  [Distress: , LIWC Sad: ]
Msg_id: 16501085775  [Distress: , LIWC Sad: ]
Msg_id: 16515921086  [Distress: , LIWC Sad: ]
Msg_id: 15465976994  [Distress: , LIWC Sad: ]
Msg_id: 16357407364  [Distress: , LIWC Sad: ]
Msg_id: 16533758731  [Distress: , depression_symptoms: ]
Msg_id: 15253239967  [Distress: , LIWC Sad: ]
Msg_id: 16428753663  [Distress: , LIWC Sad: ]
Msg_id: 16014692530  [Distress: , depression_symptoms: ]
Msg_id: 14970004190  [Distress: , suicide_ideation: ]
Msg_id: 15980358645  [Distress: , depressive_feelings: ]
Msg_id: 14311136926  [Distress: , LIWC Sad: ]
Msg_id: 14266464648  [Distress: , family_violence_discord: ]
Msg_id: 14736969264  [Distress: , LIWC Sad: ]
Msg_id: 14579326286  [Distress: , self_harm: ]
Msg_id: 15262655050  [Distress: , LIWC Sad: ]
Msg_id: 14649793393  [Distress: , LIWC Sad: ]
Msg_id: 14771812450  [Distress: , LIWC Sad: ]
Msg_id: 14983229798  [Distress: , LIWC Sad: ]
Msg_id: 14914352965  [Distress: , LIWC Sad: ]
Msg_id: 16514270030  [Distress: , LIWC Sad: ]
Msg_id: 14275838076  [Distress: , LIWC Sad: ]
Msg_id: 14359612727  [Distress: , LIWC Sad: ]
Msg_id: 16392746398  [Distress: , suicide_ideation: ]
Msg_id: 16129247058  [Distress: , depression_symptoms: ]
Msg_id: 15873943561  [Distress: , LIWC Sad: ]
Msg_id: 16198325021  [Distress: , LIWC Sad: ]
Msg_id: 14937860365  [Distress: , suicide_ideation: ]
Msg_id: 16066215763  [Distress: , LIWC Sad: ]
Msg_id: 14736008098  [Distress: , self_harm: ]
Msg_id: 15309721891  [Distress: , family_violence_discord: ]
Msg_id: 16170124722  [Distress: , LIWC Sad: ]
Msg_id: 14838576436  [Distress: , LIWC Sad: ]
Msg_id: 15258346634  [Distress: , depressive_feelings: ]
Msg_id: 14442668918  [Distress: , depressive_feelings: ]
Msg_id: 14974289140  [Distress: , suicide_ideation: ]
Msg_id: 15972989088  [Distress: , LIWC Sad: ]
Msg_id: 16195317736  [Distress: , LIWC Sad: ]
Msg_id: 14912526420  [Distress: , prior_suicide_attempts: ]
Msg_id: 16228003501  [Distress: , depressive_feelings: ]
Msg_id: 15300097917  [Distress: , LIWC Sad: ]
Msg_id: 15005667296  [Distress: , depressive_feelings: ]
Msg_id: 15962177359  [Distress: , LIWC Sad: ]
Msg_id: 15094427376  [Distress: , LIWC Sad: ]
Msg_id: 14738160095  [Distress: , LIWC Sad: ]
Msg_id: 16177918284  [Distress: , LIWC Sad: ]
Msg_id: 15963774737  [Distress: , LIWC Sad: ]
Msg_id: 14746856912  [Distress: , family_violence_discord: ]
Msg_id: 15005239500  [Distress: , LIWC Sad: ]
Msg_id: 14698252485  [Distress: , LIWC Sad: ]
Msg_id: 16344177094  [Distress: , depressive_feelings: ]
Msg_id: 16540980804  [Distress: , depression_symptoms: ]
Msg_id: 16243549932  [Distress: , LIWC Sad: ]
Msg_id: 16351170837  [Distress: , LIWC Sad: ]
Msg_id: 15287036509  [Distress: , suicide_ideation: ]
Msg_id: 15283679986  [Distress: , depressive_feelings: ]
Msg_id: 14594586209  [Distress: , LIWC Sad: ]
Msg_id: 14800678056  [Distress: , LIWC Sad: ]
Msg_id: 15988334952  [Distress: , LIWC Sad: ]
Msg_id: 14925913273  [Distress: , LIWC Sad: ]
Msg_id: 16120921870  [Distress: , LIWC Sad: ]
Msg_id: 16351084904  [Distress: , self_harm: ]
