userid 	 tweetid 	 tweet
79737432	5232040374	Cadbury World is enjoying everyone's fancy dress outfits!
79737432	5201641774	The Cadbury World demo team are producing chocolate table decorations for the Tourism Excellence Awards
79737432	5201520374	Half term fun at Cadbury World - check out http://www.cadburyworld.co.uk/CadburyWorld/cadburyworldevents/Pages/CadburyWorldEvents.aspx
79737432	4603334682	Wispa Gold is now available from the World's Biggest Cadbury Shop - for a limited time only
79737432	4603192068	Cadbury Dairy Milk goes fairtrade and the newly packaged bars arrive at Cadbury World
101672259	22835168028	Lovely September weather - warm, sunny, blue skies, not too hot, not too humid...  for once, just about right! (If only it would last!)
101672259	22419479728	Things to say on August Bank Holiday - "It'll soon be Christmas!"
101672259	22419468123	Things to say on August Bank Holiday - "Look at the weather - you can tell it's a Bank Holiday!"
101672259	22419441986	Things to say on August Bank Holiday - "Where did the summer go?"
101672259	21931816927	Vintage 1920's themed PARTY - glamorous & fun - beautiful country hotel, near Tiverton / Wellington - call 08456 121 772 for tickets!
101672259	20403951600	Tiverton Online On Twitter
101672259	18676083709	FOOTBALL: Premier league Blackpool take on Tiverton Town tonight in a pre-season friendly... http://bit.ly/dgRgvU
101672259	18675929020	"Hey teacher, leave those kids alone!" - PINK FLOYD - CLASSIC VIDEO... http://www.youtube.com/watch?v=LUASiDg-kg4
101672259	17150829228	GOOD LUCK #eng
101672259	16394615877	It's hot & sunny in #Devon. #eng #worldcup
101672259	16058756116	#eng  1 #usa  1 Disappointing England
101672259	15992508194	#worldcup SUPPORTING ENGLAND! #eng #eng #eng #eng #eng #eng #eng #eng #eng #eng #eng
101672259	15621323683	More worldwide followers from #duncansdream & #ff. More UK followers from #SocialGroupUK social network. Hi @Natasha_York & @Julia_Lang
101672259	14981786131	Too much traffic trying to get in and out of Devon & Cornwall. M5 motorway cannot cope. We need a new A303 route motorway to alleviate!
101672259	14981085793	Horrible traffic congestion on the M5 motorway.
101672259	14421928875	It feels very humid this afternoon here in Devon.
101672259	14175757123	Sir Simon Cowell?
101672259	13992161485	Americans & Australians never seem to get English accents right. Worse still, English actors on their TV shows often sound strange.
101672259	13992075514	Isn't it about time we had a proper King Arthur film, with an English lead actor that sounds English because he is English? Ralf Little?
101672259	13991958616	Isn't it about time we had a proper Robin Hood film, with an English lead actor that sounds English because he is English? Sean Bean?
101672259	13777157186	#ukelection The people of this country deserve better. Our politicians are a total embarassment. So disheartening! Adam Boulton for PM!
101672259	13777049582	#ukelection POLITICIANS COCKING A SNOOK AT THE ELECTORATE??? What do you think? Even Labour's David Blunket & Dianne Abbot don't like it!
101672259	13777010743	#ukelection ELECTION RESULTS FOR ENGLAND: Con 39.6% (297seats), Labour 28.1 (191 seats), Lib Dem 24.2% (43 seats), Green 1% (1 seat)
101672259	13536445899	UK GENERAL ELECTION RESULTS #ukelection2010 #ukvote http://news.bbc.co.uk/ and http://news.sky.com/skynews/
101672259	13020179760	BIG NEWS SCANDAL: Gordon Brown destroys all faith in him. No hope of winning election now. Holds head in his hand in shame.
101672259	13020146387	BIG NEWS SCANDAL: Pensioner Gillian Duffy told Gordon Brown she would vote for him. In return he called her "bigoted woman"!! Outrageous!!
101672259	12900681735	Roads between Tiverton & Crediton are full of pot holes. Clearly, no money spent on maintenance - looks like it's been bombed! A disgrace!
101672259	12635305222	#leadersdebate The 3 leaders were all clearly terrified last time. Tonight should be more interesting, now they have one under their belt.
101672259	12635233278	A sunny afternoon here in Tiverton Devon. Weather not yet changed, so is the #ashcloud still over us?
101672259	12509912863	Good afternoon Devon! It's day 7 under the #ashcloud !! Whatever next, eh?
101672259	12034365331	How good is our town centre? Run down? Scruffy? Terrible traffic system? What do you think?
101672259	11472267729	Happy Easter!
101672259	11415373597	PINCH PUNCH FIRST OF THE MONTH - AND NO RETURNS! HAPPY APRIL FOOLS - HAVE FUN EVERYONE!
101672259	11415359970	TWITTER to be taxed by Gordon Brown at £20 per min. Well, you can't complain people - you voted for him! (What, you didn't..?) APRIL FOOLS!
101672259	11415352161	Gordon Brown's budget deficit proves to be just an April Fools prank! Missing money is found hidden under the stairs in 10 Downing Street!
101672259	11415328164	APRIL 1ST NEWS - turns out that Chancellor is not actually called "Darling" after all - that's just how GB refers to him!
101672259	10610372990	People seem very miserable in Tiverton at the moment. The mood of the town is subdued, edgy, and unpleasant; people fed up with things.
101672259	10462497043	Happy Mothers Day!
101672259	10074913290	TRY SMILING & BEING NICE A BIT MORE EVERYONE!
101672259	10074891283	Tiverton is not doing so well.  Small roads. Too small for all the cars. Many businesses closed.  People unhappy. Lots wrong in Tiverton.
101672259	10074854339	Tiverton Library only lets disabled people park outside for one hour - after a struggle to get in & out of a car, that does not leave long!
101672259	10074815503	BAD TEMPERED TIVERTON...  One shop in Tiverton has a sign up banning certain customers and threatening them with the police.
101672259	10074783626	In Tiverton, we saw a lot of bad driving and unpleasantness on the roads yesterday! Whatever happened to English reserve? Shouting & anger!
101672259	10074752617	In Tiverton, the blond haired woman on Customer Services at Morrissons was a PC Nazi - totally obnoxious! Nasty person of the day award!
101672259	10074715518	In Tiverton, we saw a nurse at a doctor's surgery shouting at a disabled man.
101672259	10074694674	People were horrible in Tiverton yesterday! So many unpleasant and bad tempered people!
101672259	9992875036	Enjoying watching COACH TRIP on Channel 4 every day! Top show!
101672259	9986888448	This is Tiverton calling the world! HELLO!
101672259	9986845711	Devon Social Group is STICKING IT TO THE MAN! with a campaign to support the local economy & small business www.devonsocialgroup.com
101672259	9986788914	In Tiverton tomorrow afternoon to do a spot of shopping. Hope it's sunny and fine again, like it was today! Seemed like Spring!
101672259	9986768590	In Tiverton tomorrow afternoon to do a spot of shopping. Hope it's sunny and fine again, like it was today! Seemed like Spring!
101672259	9764982906	February 28th - hooray! Very much looking forward to Spring!
101672259	9679711634	Tiverton Devon England
101672259	9580599053	*SALE* Devon Social Group HALF PRICE MEMBERSHIP offer ends 28 Feb 2010 - Join now! 08456 121 770 www.devonsocialgroup.com
101672259	8593160176	Devon Social Group SINGLES SPEED DATING on St. Valentines Day 14th Feb - Members £12 Public £15 tel. 08456 121 770 www.devonsocialgroup.com
101672259	8515069810	Tiverton on Twitter, here in South West England.
101672259	8515047657	@AHaglington Andrew you are doing a great job! Keep up the good work! All the best! :-) xxxxxxx
101672259	8472063443	Off to bed.. This is the Tiverton Twitter signing off for tonight...
101672259	8405066717	FOLLOW US and we'll be happy to give your local business a mention here on the Tiverton town site! FREE ADVERTISING!
101672259	8233229526	Good afternoon from Tiverton everyone in Twitter-world - hope you are having a good day - it's a cold one here in Mid Devon!
101672259	8048756612	Tiverton after hours... Goodnight! http://twitter.com/tivertondevon
101672259	7982672750	Tiverton Devon here on Twitter - our logo is the famous 'BRIDGE OVER TROUBLED WATER' at nearby Bickleigh!
101672259	7982652487	Tiverton & Cullompton would be more prosperous if roads to Honiton & the A30 / A303 were improved.
101672259	7982516124	"Delays in making the Link Road to Barnstaple a proper much safer dual carriageway" to become an election issue? What's your view?
101672259	7526336091	TIVERTON, DEVON SAYS "HELLO!"
101672259	7526013043	If you need to venture out, tomorrow, Saturday may be the best day, as we could be faced with more snow on Sunday!
101672259	7525991490	But forecast to be very icy again overnight! Very dangerous on the roads! So stay home if you can - stay warm and stay safe!
101672259	7525971148	It is better than it was. Roads clearer. M5 Motorway and the A361 link road open as normal.
101672259	7525934114	Well, it was about 6" / 15cm of snow we had in Tiverton, and that amount of cold wet white stuff isn't going to vanish overnight!
101672259	7437605667	Heavy snow falls around the region!
101672259	7420998171	TIVERTON NEWS BLOG.
101672259	7420923454	Tiverton has Devon to the west and Somerset to the east.
101672259	7420881884	Tiverton - Bickeligh - Cullompton - Willand - Bampton
101672259	7420846889	In many ways, Tiverton is a new town, built around an old town centre.
101672259	7420835914	Tiverton is a town in Devon which has grown and changed a lot in the last decade.
101672259	7420814808	The Social Group includes both Somerset Social Group and Devon Social Group - here in Tiverton, this means we can take part in both!
101672259	7420788981	Tiverton residents can get a joint membership of DEVON SOCIAL GROUP & SOMERSET SOCIAL GROUP for HALF PRICE this week! Tel. 08456 121 770
101672259	7420699601	RT @Jason_Manford: Ah can finally start working on some jokes about snow for this week's 8/10 Cats, now it's hit London & become a natio ...
31097214	25672475931	Brand new giveaway just added! Enjoy the final week and WIN one of 10 Westwood Rocks £50 spending sprees http://www.tinyurls.co.uk/C14379
31097214	25294684204	Don't forget you could WIN £500 to spend on the new AW10 collection at Reiss! Click to enter NOW http://www.tinyurls.co.uk/U13605
31097214	25215458318	HURRY! Exclusive £5 tickets for Style Birmingham Live are selling out fast, get yours TODAY http://www.tinyurls.co.uk/P13522
31097214	25113430541	WOW! Enter to win £500 worth of Swarovski Crystalized jewellery! http://tiny.cc/4ciu9
31097214	25010619419	Morning George Lamb lovers! Don't forget about our exclusive £5 ticket deal for Style Birmingham Live! http://tiny.cc/o2k3o
31097214	24773528550	London Fashion Week SS'11 LIVE STREAM right here...http://tiny.cc/02ph7!
31097214	24773355973	Calling all George Lamb lovers... £5 ticket deal for fashion events, in-store offers, beauty tips and the man himself! http://tiny.cc/o2k3o
31097214	24750833167	Get out your diaries and set your alarm! 9am, Mon 20th Sept, Dermalogica open a one-day mega giveaway http://tiny.cc/v0qx8, don't miss it!
31097214	24659770653	Don't forget there's FREE pampering to be had at the Dermalogica Powder Room, London, TODAY! http://tiny.cc/o8r1x
31097214	24555475877	Quick! The first 300 to enter today receive a Karin Herzog face cream http://tiny.cc/ku8e6
31097214	24367790389	Get ready for London Fashion Week... WIN a £500 shopping spree at designer boutique Van Mildert! http://tiny.cc/yl9q2
31097214	24092940164	Meet Company TODAY at Boots, The Trafford Centre, Manchester & you could WIN a Pantene Pro-V goody bag worth £50! http://tiny.cc/w25w5
31097214	23917524492	Work out in style! WIN one of two fabulous A/W wardrobes worth £250 at Sweaty Betty http://tiny.cc/sr75v
31097214	23249227530	WIN the new Extreme Range from Collection 2000! http://tiny.cc/7jmow
31097214	22885041302	Love London Fashion Week? WIN tickets to Ashley Isham at On|Off, 17th Sept! HURRY, giveaway closes 13th Sept... http://tiny.cc/lbknn
31097214	22788891141	SAVE £44 on a Broderie KOOKAI dress down from £69 to £24.99 with the eBay Outlet's weekly deal! http://tiny.cc/fq6u8
31097214	22692712395	30 Days has begun! Check out the September calendar of events, amazing new giveaways and offers for the taking http://tiny.cc/kfjg0
31097214	22623964730	Just 1 more sleep until 30 days of stylish events, offers and amazing giveaways, begins, bring it on http://tiny.cc/byagr
31097214	22262336881	Don't forget to Join our Facebook group... you could WIN £300 worth of stunning Lola Rose jewellery! http://tinyurl.com/3ykphy3
31097214	22180688703	Check out @eBay_life4less for amazing Daily Deals on all your favourite brands!
31097214	22180463975	Don't forget you can SAVE £75 TODAY ONLY on Argyle UGGs with the eBay Outlet's Daily Deal! http://tiny.cc/g1hdo
31097214	22163269496	Hi @zoenmya, no don't worry the system will automatically take out any duplications. Good luck!
31097214	22163220147	TODAY ONLY... SAVE £75 on Argyle UGG Boots with the eBay Outlet Daily Deal! http://tinyurl.com/3ajkccq
31097214	22094584326	WIN £100 to spend on Josef Seibel shoes! http://tiny.cc/tkunp
31097214	22004812278	The countdown to the most fashionable month of the year has started, get ready for a stylish September jam packed with events and giveaways!
31097214	21994120492	Roll up roll up! WIN front row tickets to 'The Show' at Bullring, plus a £250 shopping spree... http://tiny.cc/2a2ct
31097214	21915871674	Start the week with silky smooth skin... WIN one of 25 Simple hampers worth £50! http://tiny.cc/or27x
31097214	21567695952	Don't miss your chance to WIN one of four £125 gift cards to spend on beautiful Alex Monroe jewellery! http://tiny.cc/t99f2
31097214	21304888665	It's Monday, time to update your old makeup bag! Click to WIN with celebrity loved brand Alison Van Der Lande http://tiny.cc/lp21g
31097214	21071375069	Don't forget you can SAVE 75% on a Jane Norman BodyCon dress with eBay Outlet's Daily Deal! HURRY, ends tonight http://tiny.cc/03nbt
31097214	21048369388	@morphic43 look forward to receiving your deets x
31097214	21048361533	@carina100 look forward to receiving your deets x
31097214	21048350783	@andylousmith look forward to receiving your deets x
31097214	21048267526	Happy Friday... SAVE 75% on a Jane Norman BodyCon dress with eBay Outlet's Daily Deal! http://tiny.cc/03nbt
31097214	20986412982	Is it exhausting being so stylish?! WIN a luxe pampering day for you and a friend... you deserve it http://tiny.cc/fnaen
31097214	20968436557	@fashion_tweets 30 Days loves everyone!
31097214	20968246410	CONGRATULATIONS to @carina100, @morphic43 & @andylousmith, you all heart @30daysoffashion... Message us your details to get your vodka!
31097214	20898865283	The first 3 to TWEET - i heart @30daysoffashion will WIN a Belvedere Vodka to celebrate the UK's biggest celebration of style. GO!
31097214	20800837070	Brighten up this gloomy day with a Hello Joe t-shirt! Zest magazine have 20 to give away, enter now http://tiny.cc/pjn1b
31097214	20793192501	Make a red hot fashion statement with an ICE-Watch as seen on The Saturdays! We've got 10 up for grabs, enter now! http://tiny.cc/kfjnw
31097214	20693404400	Start the week on a high... WIN a £500 shopping spree at Miss Selfridge! http://tiny.cc/keoml
31097214	20475048698	New giveaway just added... WIN one of two Elemis skincare goody bags worth £250! http://tiny.cc/442cq
31097214	20453365493	The weekend is here! Celebrate with a new look from IT girl label SuperTrash... Enter to WIN http://tiny.cc/t1w6d
31097214	20399494293	@bellapierre_uk no problemo, great giveaway! x
31097214	20399431976	WIN a handbag every day in August!!! http://tiny.cc/k3vhz
31097214	20385544003	Get glammed up with Cheryl Cole's favourite Bellapierre... 10 Shimmer 9Stacks worth £59.99 up for grabs! http://tiny.cc/xrlpm
31097214	20308917027	SAVE 52% on OFFICE sandals with eBay Outlet's Daily Deal! Grab a pair for just £11.99 HURRY, ENDS TONIGHT... http://tiny.cc/5mvud
31097214	20296116879	SAVE 52% on OFFICE sandals with eBay Outlet's Daily Deal! Grab a pair for just £11.99 TODAY ONLY... http://tiny.cc/5mvud
31097214	20225215346	Bad hair day?! WIN over £300 worth of Goody hair styling tools and accessories with 30 Days http://tiny.cc/er7my
31097214	20142892772	WIN a £1,000 shopping spree!...Vote in the Company Fashion Awards in association with NIVEA® Pearl & Beauty Deodorant http://tiny.cc/2n179
31097214	20135902538	WIN a bespoke, couture 'Little Black Dress' for you and three friends, courtesy of BrandAlley! http://tiny.cc/oa4d0
31097214	19912156064	Don't forget to VOTE in the Reveal Click to buy awards 2010 and WIN loads of beauty goodies worth over £200, lush! http://tiny.cc/04jen
31097214	19896423688	WIN one of 15 make up cases from celebrity loved designer Alison van der Lande! http://tiny.cc/g2h0c ... Happy Friday!
31097214	19838764781	What's your favourite fragrance? We're loving Gucci’s new ‘Guilty’... WIN one of 14 bottles here - http://tiny.cc/t9ie5
31097214	19816653510	Time for another amazing giveaway... Bag yourself one of 10 ICE-Watches available in all the colours of the rainbow! http://tiny.cc/a1yv9
31097214	19753094142	Fancy a laugh? Check out Trinny & Susannah's new spoof show, episode 2 'Along Came Toby' http://tiny.cc/1kpet
31097214	19734760284	Get silky summer skin with 20% OFF Botanicals award winning organic skincare! http://tiny.cc/oemij
31097214	19641968859	WIN £500 worth of designer clothing from Gray & Osbourn! Enter now http://tiny.cc/r8ztc
31097214	19576865384	£500 to spend at the new eBay Outlet is still up for grabs! Sign up for the 30 Days newsletter for your chance to WIN! http://tiny.cc/6jab9
31097214	19558618833	If you loved part 1, check out Trinny & Susannah's hilarious new spoof documentary part 2... Watch it here http://tiny.cc/9q58u
31097214	19355006332	French Connection shopping sprees worth £250 up for grabs, enter now! http://tiny.cc/n8xyc ... Happy Friday!
31097214	19324850217	Get ready for the weekend sunshine... Top tips to smokin' shades to suit your face shape from Foster Grant http://tiny.cc/ttelg
31097214	19259543630	Look even more gorgeous with a little help from beautybay.com! Enter to WIN one of two beauty hampers worth £250 http://tiny.cc/5lzzi
31097214	19240189925	Start the day with a stylish giggle! 'Trinny and Susannah: What They Did Next'. Episode 1 part 1, watch it here http://tiny.cc/uh1ci
31097214	19064238483	The 'best' Beauty Awards are back and they want to know what you think...Vote and you could WIN a luxury beauty hamper! http://tiny.cc/hk7se
31097214	18995637501	Get voting now in the REVEAL CLICK TO BUY AWARDS 2010 for your chance to WIN a goodie bag worth over £200! http://tiny.cc/v60un
31097214	18978668106	£500 to spend at the new eBay Outlet sound good? ...Sign up for the 30 Days newsletter for your chance to WIN! http://tiny.cc/6jab9
31097214	18931053839	Amazing new giveaway added just now! WIN one of 3 spending sprees at Mint Velvet worth £500! http://tiny.cc/nh2yv
31097214	18901615330	Loving the sunshine? Don't miss our stylish Foster Grant sunglasses giveaway, enter now! http://tiny.cc/xvvql
31097214	18687991993	Amazing 30% OFF Lycon waxing at The Dolls House salon... Look silky smooth and gorgeous all summer! http://tiny.cc/ybbmi
31097214	18672289409	It's FRIDAY! Celebrate by entering fab competition to WIN a luxury hair and beauty pampering day at Michaeljohn! http://tiny.cc/d2euj
31097214	18610717668	Check out top beauty tips from Katy Young, Deputy Health and Beauty Editor on Harper’s Bazaar! http://tiny.cc/g55a2
31097214	18534353719	Amazing new giveaway added! Enter to WIN a stylish VIP break for two with London Fashion Weekend! http://tiny.cc/d56sh
31097214	17483842875	WIN a pair of VIP tickets to the opening of the Liza Smith Celebrity Boutique... HURRY comp' closes tomorrow at 4pm! http://bit.ly/cJduOo
31097214	17482882762	30 Days of Fashion & Beauty is BACK... Click for a taster of what's to come over the next three months of fabulousness! http://bit.ly/akXPm6
31097214	16767115593	What a great day it is today! 30 Days are prepping gifts and giveaways for this years Fashion & Beauty event! We cant wait, can you?
31097214	16689174812	Just 10 more days until 30 Days of Fashion & Beauty, the UK's BIGGEST style celebration, goes LIVE..Don't miss it!
31097214	11695488473	If you loved 30 Days of Fashion & Beauty, check out 30 Days of Food & Drink! You could WIN a Smeg fridge! http://twitter.com/30daysoffood
31097214	4501127891	are really sad that 30 Days of Fashion and Beauty is almost over... Hope you all had a great September!
31097214	4474003633	Join us tomorrow for Plamer's Day of luxury. http://tinyurl.com/ybdc97b #luxury #beauty
31097214	4473917653	Last chance to win a celebrity goody baghttp://tinyurl.com/l7za6y #win #30days
31097214	4473849596	Have a look at our amazing highlights - 1 day left to enter and win incredible competitons! http://tinyurl.com/yc4eanx #30days #highlights
31097214	4471555134	Highlights and your last chance to WIN!! http://tinyurl.com/yc4eanx#highlights #30days
31097214	4467029051	Shoe shine: Amazing high heels!! http://tinyurl.com/ydzfsps #shoes #30days
31097214	4466971934	Prima helps you style yourself slim! http://tinyurl.com/y8fwe8z #getslim #tips #30days
31097214	4466945207	Rocking jewellery for Autumn and Winter http://tinyurl.com/yer3wd6#jewellery #30days
31097214	4466826132	Star studded gala party video just added - check it out! http://tinyurl.com/y95adga#video #galaparty
31097214	4466796978	Win a goody bag packed with hair, skincare and makeup. http://tinyurl.com/ycxkekt #makeup #beauty #30days
31097214	4439327368	Celebrity Hair: Products the A list love http://tinyurl.com/y9xp5cc #haircare #products
31097214	4439278915	Health and beauty advice from the experts http://tinyurl.com/yekkmf4 #beauty #advice
31097214	4439223905	HURRY 20% off Figleaves http://tinyurl.com/ydo5mhe #offer #30days
31097214	4373618123	Brand spanking new offer - 20% discount at Figleaves! Amazing! Check it out http://tinyurl.com/yccrpro
31097214	4372230056	Keep up to date. Register for 30 Days newsletter for offers, events, and competitions. http://tinyurl.com/y95u496
31097214	4372147517	Only 5 days left of September - last chance to check out our great competitions before they close! http://tinyurl.com/kkhz9h #30days
31097214	4371629082	Salutes Girls Aloud's Nicola Roberts for her brave choice of outfit at our Gala Party - Have a look. Stunning!http://tinyurl.com/y9yvlxy
31097214	4367786383	LADY GAGA fans! Check out video on new 30 Days Buzz and see her in amazing Alex Noble creation! http://tinyurl.com/yb2xyrm #ladygaga
31097214	4367721155	See amazing celebrity portraits by photographerLorenzo Agius http://tinyurl.com/yegrf6h #celebrity
31097214	4367649642	Looking forward to London Fashion Weekend!
31097214	4366367003	http://tinyurl.com/yev7f6m Harrods and Harper's Beauty event #harrods #beauty #event
31097214	4345588534	http://tinyurl.com/njm9nf Win a year's supply of Palmer's Cocoa Butter products #skincare
31097214	4345304169	http://tinyurl.com/ya79xx5 You and your wedding: Made easy #wedding #celebration
31097214	4345242798	http://tinyurl.com/y89wuuz Shopping evening at Goldsmiths #shopping #fashion
31097214	4345181270	http://tinyurl.com/yau92ue Regent St Festival #festival #30days
31097214	4345102082	http://tinyurl.com/y8nkub3 Win a designer handbag #handbag #designer #fashion
31097214	4344790106	http://tinyurl.com/np3mu8 Win £500 Reiss wardrobe #fashion #competition #reiss
31097214	4344721373	http://tinyurl.com/yagutwa Afternoon tea with Imedeen #skin #beauty
31097214	4344640710	http://tinyurl.com/yd94bwq 20% off at Karen Millen #offer #karenmillen
31097214	4344473868	http://tinyurl.com/ycmw9wk Style in the city event #style #Myleeneklass
31097214	4344345601	http://tinyurl.com/ybdc97b Palmer's Day of Luxury #boots #beauty #30days
31097214	4344286481	http://tinyurl.com/ycyd5n9 Cosmo Bride event at Mayfair Hotel #wedding #bride
31097214	4344104941	http://tinyurl.com/ybtyo9l Pout to win: Cosmo's weekend of shoes and smiles #cosmopolitan #30days
31097214	4344013390	http://tinyurl.com/yb7yxzq Win a Cosmo beauty bag #beauty #competition
31097214	4340522262	http://tinyurl.com/yccb7d8 Bluewater fashion and beauty event #beauty #fashion
31097214	4340438129	http://tinyurl.com/y9yvlxy Sir Philip Green at 30 Days Gala #breastcancercare
31097214	4340380625	http://tinyurl.com/y9yvlxy Jason Gardiner at 30 Days #dancing on ice #celebrity
31097214	4339224361	http://tinyurl.com/l7za6y Win a Gala Party goody bag #competition #gala party
31097214	4339190387	http://tinyurl.com/mcc9ow Lorenzo Agius: British Style icons #photographer#30days
31097214	4339137662	http://tinyurl.com/y9yvlxy Claudia Winkleman in black #presenters #30days
31097214	4339100208	http://tinyurl.com/y9yvlxy Nicky Hamilton-Jones at 30Days #beauty #fashion #lfw
31097214	4338687907	http://tinyurl.com/y9yvlxy Nicola in her dress at 30 days #girlsaloud #lfw #30days
31097214	4338612021	@KimWalshUk @girlsaloudmedia Kimberley at 30 days gala party  http://tinyurl.com/y9yvlxy #girlsaloud #lfw #30days
31097214	4153653930	just seen philip grren @30days gala #lfw
31097214	4146309110	excited about our Gala Party tonight - keep an eye on our website www.30days.co.uk lucky winners can get hold of exclusive 30Days goody bags
31097214	4145203717	WIN a celebrity Goody Bag from tonight's Gala Party! http://tinyurl.com/l7za6y #celeb #celebrity #win #prizes #contest
31097214	4128404278	24 hours and counting: to the 30 days gala party, celebrating the UK’s biggest annual style event under one roof! http://tinyurl.com/la85u5
31097214	4128248612	WIN £50 to spend on amazing Anna Lou of London accessories!- http://shar.es/1pYtS #win #prize #prizes #competition #free #lfw
31097214	4128115336	Just added myself to the http://wefollow.com twitter directory under: #style #fashion #beauty
31097214	4127811457	Some of Lorenzo Agius 'British Style Icons' exhibition http://tinyurl.com/mcc9ow #photography #photographer #lfw #30days
31097214	4127603255	Only a day to go until the 30 Days of Fashion & Beauty Gala Party, hope it's as good as the 2008 one http://tinyurl.com/mbwce4 #lfw #fashion
31097214	4108187549	Erin O'Connor will be at the @NHM_London for the Gala Party on Monday http://tinyurl.com/la85u5
31097214	4108091825	Matthew Williamson will be at the gala party on Monday @NHM_London #LFW
31097214	4108014799	Patsy Kensit & Elizabeth Bowmanwill be at the 30 days gala http://tinyurl.com/la85u5 #LFW
31097214	4100308168	@candidaslater Lorenzo Agius will be at the 30 days gala: http://tinyurl.com/mcc9ow
31097214	4100256278	@kohsamui14 @jamesgarner - Win the revlon goody bag here: http://tinyurl.com/klh7jr more can be found here as well http://tinyurl.com/kkhz9h
31097214	4092078695	Elizabeth Bowman, Patsy Kensit, Alan Carr, Erin O’Connor, Mary McCartney and David Walliams coming to http://tinyurl.com/la85u5
31097214	4091925692	Win the new Bulgari feminine fragrance BLV http://tinyurl.com/na7cwr #Bulgari feminine
31097214	4091885817	£500 wardrobe from #Reiss Autumn/Winter 09 collection http://tinyurl.com/np3mu8
31097214	4091829409	Erin O’Connor will be at the 30 Days Gala @NHM_London http://tinyurl.com/la85u5 #celebrity #celebs
31097214	4091780975	30 Days is thrilled that @AlanCarr will be joining us at the Gala @NHM_London with may others...
31097214	4091581352	30 Days Gala is being held @NHM_London on 21st September - http://tinyurl.com/la85u5
31097214	4091554443	Mary McCartney will be attending the 30 days gala http://tinyurl.com/la85u5
31097214	4091505131	Patsy Kensit will be at the 30 days gala event http://tinyurl.com/la85u5 #celebrity
31097214	4091410835	Win loads of different items for fashion and beauty http://tinyurl.com/kkhz9h #win #prize #prizes #competition #free #lfw #boots
31097214	4091198530	see Yasmin Le Bon, Gok Wan, Matthew Williamson & more here on 21st: http://tinyurl.com/la85u5 #davidwalliams #celebs #celebrity #girlsaloud
31097214	4090676997	@girlsaloudmedia forgot URL: 30days Gala: http://tinyurl.com/la85u5
31097214	4090639326	@girlsaloudmedia Kimberley Walsh and Nicola Roberts attending the 30days Gala
31097214	4090529262	Big news on the Gala! http://tinyurl.com/la85u5 #celebs #lfw #nyfw #fashion #beauty #boots #30days
31097214	4083809087	Win a year's supply of Palmer's Cocoa butter.http://tinyurl.com/njm9nf
31097214	4083656732	Win £50 to spend on Anna Lou of London accessories.http://tinyurl.com/l4dlwk
31097214	4082153541	Win a £500 wardrobe from Reiss. http://tinyurl.com/np3mu8
31097214	4025711184	HURRY win tickets to on/off catwalk show this Friday! Closes today at 3pm!http://tinyurl.com/kkhz9h
31097214	4001625228	Save 20% on all Autumn 09 clothing at Dilemma boutique.http://tinyurl.com/qm2odo
31097214	3979610720	Win money can’t buy front row seats to a designer catwalk show at On|Off during London Fashion Week http://tinyurl.com/qfslch
31097214	3912210497	says take a look- Silent we shout and Warehouse are offering fashion grads the platform to launch their careers!http://tinyurl.com/knsg3t
31097214	3859733231	is offering you the chance to bid for a V.I.P makeover with Mark Hill! http://tinyurl.com/mcog6n
31097214	3836833115	Has some fantastic lots for you to bid on for our Breast Cancer Care charity auction. Get bidding now!http://tinyurl.com/kq5ht6
31097214	3815470521	is offering you the chance to bid for a fabulous day of luxury at Harrods. http://tinyurl.com/kwpqq6
31097214	3754035643	are offering you the chance to WIN 2 stunning dresses from Elizabeth Lau.http://tinyurl.com/nklrwx
31097214	3730210220	are giving you the chance to WIN this season's 'IT' bag!!http://tinyurl.com/lpjdmn
31097214	3730147007	are offering you the chance to win a wash, cut and blow dry at the House of Charles Worthington. http://tinyurl.com/l7y48z
31097214	3708933534	Bid for a photoshoot with celebrity photographer Lorenzo Agius. http://tinyurl.com/lwvnmq
31097214	3692348517	says get bidding for London Fashion Week tickets!!
31097214	3692335334	is supporting Breast Cancer Care with a fabulous charity auction starting TODAY.
31097214	2887057133	is loving amazing new Puma trainer competition from Zest magazine. Run and grab yourself a pair now!...http://tinyurl.com/kkhz9h
31097214	2401672393	has a £200 shopping spree up for grabs... http://tinyurl.com/mm64ea ...click!
31097214	2325089748	is loving Summer trends.. yum
31097214	2325087170	has 2 Revlon goody bags worth over £100 to giveaway!
31097214	2191639214	are giving £5 off Ruby & Millie!!  http://bit.ly/VZ4ks
31097214	2117678034	are LOVING the sunshine!
31097214	2117668932	are giving £5 off Ruby & Millie at Boots until the end of June. Check the website now!!
31097214	2029940467	Just added myself to the http://wefollow.com twitter directory under:  #fashion #beauty #events
31097214	1946293607	@hashtags sending out our hashtag #30daysoffashion
31097214	1869401118	has just secured the exclusive opportunity for one lucky bidder to appear in Prima as part of our charity auction.. move over Kate Moss!!
31097214	1836965799	are wondering which celebs are going to grace this years Gala Party. Last years guests included Paul McCartney & Kate Hudson! A-Listtastic!
31097214	1795891966	Pssssttt... the team are in negotiations with a luxury shoe retailer who might be joining the 30 Days celebration...watch this space!
31097214	1793333361	OMG Cosmo has just given us 2 tkts for the Ultimate Women of the Year Awards to auction at our Charity Auction. Website relaunches 1st June!
